doporučení,Skupina_produkt,Název,Čárkód,Prodejní cena Kč,ks 3-4/2025,ks 3-4/2024,ks_měsíc_prům,obrat_měsíc_prům,marže_%,Stav zásoby (8.4.2025),Dodavatel,Členění
podmíněně,Ředidla a technická chemie,"Ředidlo S6006 0,7L ",8591235071177,85.0,20.0,21.0,20.5,1433.0,71.0,24.0,"BARVY A LAKY HOSTIVAŘ, a.s.",Drogerie/Technické/BAL
podmíněně,Ředidla a technická chemie,"Ředidlo S6005 0,7L ",8591235071153,95.0,7.0,17.0,12.0,942.0,92.0,33.0,"BARVY A LAKY HOSTIVAŘ, a.s.",Drogerie/Technické/BAL
podmíněně,Ředidla a technická chemie,HCl 1l kyselina solná,8594027220616,69.0,8.0,9.0,8.5,483.0,54.0,11.0,Petr Turek,Drogerie/Drogerie/Turek
podmíněně,Ředidla a technická chemie,"Nitroředidlo C6000 UH 0,7 litr ",8595073026900,95.0,6.0,11.0,8.5,664.0,70.0,7.0,"BARVY A LAKY HOSTIVAŘ, a.s.",Drogerie/Technické/BAL
podmíněně,Ředidla a technická chemie,líh technický 700ml,8591235071115,98.0,0.0,14.0,7.0,514.0,90.0,12.0,"BARVY A LAKY HOSTIVAŘ, a.s.",Drogerie/Technické/BAL
podmíněně,Ředidla a technická chemie,Kyselina citronová 100g,8591235095197,22.0,11.0,1.0,6.0,111.0,41.0,68.0,"BARVY A LAKY HOSTIVAŘ, a.s.",Drogerie/Drogerie/BAL
podmíněně,Ředidla a technická chemie,"Technický benzín 0,7L plast Host. - se spotřební daní !!!",8591235071054,99.0,6.0,5.0,5.5,442.0,61.0,15.0,"BARVY A LAKY HOSTIVAŘ, a.s.",Drogerie/Technické/BAL
podmíněně,Ředidla a technická chemie,Ředidlo 420ml 6001,8595009241407,39.0,5.0,4.0,4.5,145.0,91.0,6.0,Solvent ČR s.r.o.,Drogerie/Technické/PKS
podmíněně,Ředidla a technická chemie,White Spirit Lakový benzín 700ml 1+1,8595009250133,109.0,7.0,1.0,4.0,205.0,431.0,13.0,Solvent ČR s.r.o.,Drogerie/Technické/PKS
podmíněně,Ředidla a technická chemie,Louh - hydroxid sodný 1 kg tekutý,8595030511784,95.0,4.0,4.0,4.0,314.0,52.0,0.0,Solvent ČR s.r.o.,Drogerie/Drogerie/PKS
podmíněně,Ředidla a technická chemie,Bílá vazelina 400ml TECTANE,4001587020050,195.0,2.0,6.0,4.0,637.0,55.0,3.0,Den Braven Czech and Slovak a.s.,Drogerie/Technické/DEN BRAVEN
podmíněně,Ředidla a technická chemie,Ředidlo S6300  700ml,8595009240769,75.0,4.0,3.0,3.5,215.0,141.0,11.0,Solvent ČR s.r.o.,Drogerie/Technické/PKS
podmíněně,Ředidla a technická chemie,HG odstraňovač nálepek 300 ml,8711577015183,179.0,4.0,2.0,3.0,444.0,48.0,5.0,European Aerosols s.r.o.,Drogerie/Drogerie/HG
podmíněně,Ředidla a technická chemie,"Odrezovač nový 3 násobně účinný 0,5 litr",8590281201132,112.0,6.0,0.0,3.0,278.0,57.0,8.0,"BARVY A LAKY HOSTIVAŘ, a.s.",Drogerie/Technické/BAL
